PLAYER_NAME,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,1,-11,16
Elizabeth Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,-4
Blake Dietrick,In The Paint (Non-RA),Center(C),8-16 ft.,11,-32,111
Monique Billings,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,60,54
Isabelle Harrison,Restricted Area,Center(C),Less Than 8 ft.,2,-20,22
Shekinna Stricklen,Above the Break 3,Right Side Center(RC),24+ ft.,24,110,223
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,1,1,12
Elizabeth Williams,In The Paint (Non-RA),Center(C),8-16 ft.,11,19,110
Isabelle Harrison,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,40
Isabelle Harrison,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Betnijah Laney,Above the Break 3,Left Side Center(LC),24+ ft.,24,-221,108
Chennedy Carter,Restricted Area,Center(C),Less Than 8 ft.,3,28,17
Isabelle Harrison,Restricted Area,Center(C),Less Than 8 ft.,2,-20,14
Tyasha Harris,Mid-Range,Center(C),8-16 ft.,14,-2,145
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,3,0,36
Monique Billings,Restricted Area,Center(C),Less Than 8 ft.,0,4,-1
Isabelle Harrison,Mid-Range,Right Side(R),8-16 ft.,14,147,25
Isabelle Harrison,Mid-Range,Right Side Center(RC),16-24 ft.,17,113,129
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,2,27,13
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,1,13,12
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,23,28
Moriah Jefferson,Above the Break 3,Right Side Center(RC),24+ ft.,24,203,129
Chennedy Carter,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,17
Astou Ndour,Above the Break 3,Right Side Center(RC),24+ ft.,27,139,233
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,1,8,16
Astou Ndour,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-58,22
Betnijah Laney,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,174
Betnijah Laney,Restricted Area,Center(C),Less Than 8 ft.,1,13,-1
Satou Sabally,Right Corner 3,Right Side(R),24+ ft.,22,227,14
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,1,0,14
Monique Billings,In The Paint (Non-RA),Center(C),8-16 ft.,8,4,87
Satou Sabally,Restricted Area,Center(C),Less Than 8 ft.,2,24,14
Chennedy Carter,Mid-Range,Center(C),16-24 ft.,17,0,173
Allisha Gray,Above the Break 3,Right Side Center(RC),24+ ft.,25,191,176
Monique Billings,Mid-Range,Left Side Center(LC),16-24 ft.,16,-59,150
Isabelle Harrison,Restricted Area,Center(C),Less Than 8 ft.,3,19,35
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,26,-170,202
Arike Ogunbowale,Restricted Area,Center(C),Less Than 8 ft.,2,-23,-4
Monique Billings,Mid-Range,Right Side(R),16-24 ft.,18,182,0
Allisha Gray,Above the Break 3,Left Side Center(LC),24+ ft.,25,-98,235
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,15
Elizabeth Williams,Restricted Area,Center(C),Less Than 8 ft.,3,34,1
Leilani Mitchell,Restricted Area,Center(C),Less Than 8 ft.,3,-23,25
Brionna Jones,Mid-Range,Center(C),8-16 ft.,15,2,157
Emma Meesseman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,43
Ariel Atkins,Mid-Range,Right Side(R),8-16 ft.,9,92,3
Jasmine Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,-24,-9
Emma Meesseman,Restricted Area,Center(C),Less Than 8 ft.,2,13,27
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1,65
DeWanna Bonner,Mid-Range,Right Side(R),8-16 ft.,10,82,61
Emma Meesseman,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-71,47
Aerial Powers,Mid-Range,Left Side Center(LC),16-24 ft.,18,-93,162
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,2,-24,12
Myisha Hines-Allen,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-4,51
Aerial Powers,In The Paint (Non-RA),Center(C),8-16 ft.,13,-2,137
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Kiara Leslie,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,22
Jasmine Thomas,Restricted Area,Center(C),Less Than 8 ft.,0,4,9
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,28,-1
Kaleena Mosqueda-Lewis,Above the Break 3,Right Side Center(RC),24+ ft.,25,207,142
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,8,54
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,2,-21,11
Aerial Powers,Restricted Area,Center(C),Less Than 8 ft.,2,-20,9
DeWanna Bonner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,-5
Ariel Atkins,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,216
Aerial Powers,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,38,70
DeWanna Bonner,Above the Break 3,Right Side Center(RC),24+ ft.,24,196,154
Aerial Powers,Above the Break 3,Left Side Center(LC),24+ ft.,27,-182,200
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,3,1,38
Ariel Atkins,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,133
DeWanna Bonner,Above the Break 3,Left Side Center(LC),24+ ft.,24,-203,129
Emma Meesseman,Mid-Range,Right Side(R),8-16 ft.,13,116,71
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,1,-10,-1
Essence Carson,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Alyssa Thomas,In The Paint (Non-RA),Center(C),8-16 ft.,10,0,100
Aerial Powers,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-10,56
Leilani Mitchell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,11,55
Alyssa Thomas,Restricted Area,Center(C),Less Than 8 ft.,1,2,12
Ariel Atkins,Above the Break 3,Right Side(R),24+ ft.,23,231,49
Ariel Atkins,Restricted Area,Center(C),Less Than 8 ft.,2,24,13
Aerial Powers,Restricted Area,Center(C),Less Than 8 ft.,3,-31,-3
Myisha Hines-Allen,Above the Break 3,Center(C),24+ ft.,23,14,238
Aerial Powers,Above the Break 3,Center(C),24+ ft.,23,58,232
Emma Meesseman,Restricted Area,Center(C),Less Than 8 ft.,2,-19,-14
DeWanna Bonner,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-6
Alyssa Thomas,In The Paint (Non-RA),Center(C),8-16 ft.,12,33,124
Ariel Atkins,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,75,4
Natisha Hiedeman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,24
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,1,14,2
DeWanna Bonner,Above the Break 3,Right Side Center(RC),24+ ft.,27,138,234
DeWanna Bonner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-40,41
Natisha Hiedeman,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-57,43
Essence Carson,Left Corner 3,Left Side(L),24+ ft.,23,-231,-3
Aerial Powers,Above the Break 3,Left Side Center(LC),24+ ft.,24,-156,189
Jasmine Thomas,Mid-Range,Left Side Center(LC),16-24 ft.,19,-152,114
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,2,-17,11
Emma Meesseman,Mid-Range,Center(C),16-24 ft.,18,-47,177
Myisha Hines-Allen,Restricted Area,Center(C),Less Than 8 ft.,1,-15,12
Alyssa Thomas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-9,49
DeWanna Bonner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-45,8
Jacki Gemelos,Above the Break 3,Right Side(R),24+ ft.,24,230,73
Aerial Powers,Above the Break 3,Center(C),24+ ft.,24,0,243
Jacki Gemelos,Above the Break 3,Left Side(L),24+ ft.,23,-221,72
Natisha Hiedeman,Restricted Area,Center(C),Less Than 8 ft.,3,-17,33
DeWanna Bonner,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,140
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,2,26,9
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,1,1,-13
Kahleah Copper,Left Corner 3,Left Side(L),24+ ft.,22,-227,1
Tierra Ruffin-Pratt,Right Corner 3,Right Side(R),24+ ft.,23,236,-3
Gabby Williams,Above the Break 3,Center(C),24+ ft.,27,-50,270
Gabby Williams,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,73,16
Brittney Sykes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,48,-7
Kristine Anigwe,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,35,25
Gabby Williams,Above the Break 3,Right Side(R),24+ ft.,23,221,83
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,3,31,9
Seimone Augustus,Above the Break 3,Right Side Center(RC),24+ ft.,28,145,243
Brittney Sykes,Mid-Range,Right Side(R),8-16 ft.,11,119,-13
Nneka Ogwumike,Restricted Area,Center(C),Less Than 8 ft.,1,17,0
Allie Quigley,Mid-Range,Center(C),8-16 ft.,15,-72,140
Nneka Ogwumike,Restricted Area,Center(C),Less Than 8 ft.,3,36,15
Nneka Ogwumike,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,49,4
Candace Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,15
Azurá Stevens,Restricted Area,Center(C),Less Than 8 ft.,3,12,33
Courtney Vandersloot,Restricted Area,Center(C),Less Than 8 ft.,2,25,16
Riquna Williams,Mid-Range,Right Side Center(RC),16-24 ft.,19,150,131
Azurá Stevens,Above the Break 3,Right Side Center(RC),24+ ft.,25,131,221
Diamond DeShields,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-44,7
Nneka Ogwumike,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,34
Chelsea Gray,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,80,89
Brittney Sykes,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,27
Brittney Sykes,Restricted Area,Center(C),Less Than 8 ft.,1,4,13
Diamond DeShields,Restricted Area,Center(C),Less Than 8 ft.,2,24,9
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,1,0,17
Cheyenne Parker,Above the Break 3,Left Side Center(LC),24+ ft.,24,-131,209
Gabby Williams,Above the Break 3,Right Side Center(RC),24+ ft.,26,142,228
Allie Quigley,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-36,-18
Courtney Vandersloot,Above the Break 3,Center(C),24+ ft.,24,-47,240
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,2,26,11
Nneka Ogwumike,Mid-Range,Right Side(R),16-24 ft.,17,170,16
Kahleah Copper,Mid-Range,Left Side(L),8-16 ft.,14,-141,19
Cheyenne Parker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-54,2
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,3,35,-7
Brittney Sykes,Restricted Area,Center(C),Less Than 8 ft.,2,-3,27
Courtney Vandersloot,Restricted Area,Center(C),Less Than 8 ft.,2,-2,22
Chelsea Gray,Mid-Range,Center(C),16-24 ft.,18,22,182
Chelsea Gray,Mid-Range,Right Side(R),16-24 ft.,19,168,99
Allie Quigley,Above the Break 3,Left Side Center(LC),24+ ft.,24,-136,207
Chelsea Gray,Restricted Area,Center(C),Less Than 8 ft.,2,-21,11
Allie Quigley,Mid-Range,Right Side(R),8-16 ft.,12,120,28
Allie Quigley,Mid-Range,Right Side(R),16-24 ft.,16,165,2
Diamond DeShields,Mid-Range,Right Side(R),16-24 ft.,18,189,9
Sydney Wiese,Above the Break 3,Left Side Center(LC),24+ ft.,26,-180,192
Riquna Williams,Restricted Area,Center(C),Less Than 8 ft.,1,-10,13
Sydney Wiese,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,213
Candace Parker,Restricted Area,Center(C),Less Than 8 ft.,1,0,16
Kahleah Copper,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,48,15
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,3,0,34
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,2,-29,-4
Azurá Stevens,Restricted Area,Center(C),Less Than 8 ft.,2,21,2
Nneka Ogwumike,Mid-Range,Right Side(R),8-16 ft.,9,96,17
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,2,25,6
Riquna Williams,Mid-Range,Left Side Center(LC),16-24 ft.,20,-87,184
Azurá Stevens,Above the Break 3,Left Side Center(LC),24+ ft.,25,-204,153
Riquna Williams,Above the Break 3,Right Side(R),16-24 ft.,23,219,91
Azurá Stevens,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,47,12
Azurá Stevens,Left Corner 3,Left Side(L),24+ ft.,23,-235,-26
Cheyenne Parker,Restricted Area,Center(C),Less Than 8 ft.,1,-14,12
Azurá Stevens,Above the Break 3,Left Side Center(LC),24+ ft.,24,-215,117
Brittney Sykes,Right Corner 3,Right Side(R),24+ ft.,23,234,0
Riquna Williams,Above the Break 3,Center(C),24+ ft.,24,-26,244
Azurá Stevens,Restricted Area,Center(C),Less Than 8 ft.,2,4,20
Kahleah Copper,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Napheesa Collier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,40
Natasha Howard,Left Corner 3,Left Side(L),24+ ft.,22,-227,-18
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,3,23,29
Sylvia Fowles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,24,40
Breanna Stewart,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,52,12
Lexie Brown,Mid-Range,Left Side Center(LC),16-24 ft.,20,-70,189
Napheesa Collier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,34
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Jordin Canada,Mid-Range,Right Side Center(RC),16-24 ft.,18,140,123
Sue Bird,Left Corner 3,Left Side(L),24+ ft.,22,-225,12
Napheesa Collier,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,33,44
Mercedes Russell,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,57,29
Jordin Canada,Mid-Range,Left Side(L),16-24 ft.,16,-168,2
Ezi Magbegor,Restricted Area,Center(C),Less Than 8 ft.,1,-19,-1
Jewell Loyd,Mid-Range,Left Side(L),8-16 ft.,14,-99,99
Napheesa Collier,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-76,76
Sylvia Fowles,Restricted Area,Center(C),Less Than 8 ft.,2,19,19
Sue Bird,Above the Break 3,Right Side Center(RC),16-24 ft.,23,171,160
Sue Bird,Mid-Range,Right Side Center(RC),16-24 ft.,20,159,128
Shenise Johnson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,31
Alysha Clark,Restricted Area,Center(C),Less Than 8 ft.,3,-35,1
Lexie Brown,Above the Break 3,Right Side Center(RC),24+ ft.,25,104,228
Epiphanny Prince,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,73,-10
Epiphanny Prince,Above the Break 3,Right Side(R),24+ ft.,23,231,53
Sylvia Fowles,Restricted Area,Center(C),Less Than 8 ft.,2,20,17
Breanna Stewart,Restricted Area,Center(C),Less Than 8 ft.,2,-20,10
Epiphanny Prince,Mid-Range,Right Side(R),8-16 ft.,15,153,-30
Damiris Dantas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-76,1
Jordin Canada,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-47,63
Alysha Clark,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-61,46
Damiris Dantas,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-47,4
Damiris Dantas,Above the Break 3,Right Side Center(RC),24+ ft.,25,100,231
Jewell Loyd,Left Corner 3,Left Side(L),24+ ft.,23,-237,-7
Rachel Banham,Above the Break 3,Right Side Center(RC),24+ ft.,24,128,210
Breanna Stewart,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,238
Sue Bird,Mid-Range,Center(C),8-16 ft.,15,-31,156
Breanna Stewart,Above the Break 3,Left Side Center(LC),24+ ft.,26,-167,201
Jewell Loyd,Above the Break 3,Left Side Center(LC),24+ ft.,27,-157,228
Damiris Dantas,Mid-Range,Right Side(R),8-16 ft.,15,100,119
Sue Bird,Left Corner 3,Left Side(L),24+ ft.,23,-237,-3
Damiris Dantas,Restricted Area,Center(C),Less Than 8 ft.,3,-24,23
Alysha Clark,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,21,46
Jordin Canada,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,13,56
Ezi Magbegor,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,26,44
Shenise Johnson,Mid-Range,Right Side(R),8-16 ft.,8,87,22
Mercedes Russell,In The Paint (Non-RA),Center(C),8-16 ft.,9,44,82
Damiris Dantas,Above the Break 3,Right Side Center(RC),24+ ft.,24,95,227
Sue Bird,Above the Break 3,Left Side Center(LC),24+ ft.,24,-146,202
Sylvia Fowles,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,46,1
Sami Whitcomb,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,212
Natasha Howard,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Mercedes Russell,In The Paint (Non-RA),Center(C),8-16 ft.,9,19,90
Rachel Banham,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-104,205
Ezi Magbegor,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-40,55
Morgan Tuck,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,45
Bridget Carleton,Mid-Range,Right Side Center(RC),16-24 ft.,16,73,144
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,2,-20,18
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,29,31
Brianna Turner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,35,22
Natalie Achonwa,Restricted Area,Center(C),Less Than 8 ft.,3,-10,34
Diana Taurasi,Mid-Range,Left Side(L),8-16 ft.,14,-111,97
Natalie Achonwa,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,24,69
Brianna Turner,Restricted Area,Center(C),Less Than 8 ft.,3,-36,15
Candice Dupree,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-65,102
Brittney Griner,In The Paint (Non-RA),Center(C),8-16 ft.,8,33,73
Kelsey Mitchell,Above the Break 3,Center(C),24+ ft.,24,36,240
Skylar Diggins-Smith,Above the Break 3,Right Side Center(RC),24+ ft.,24,122,213
Victoria Vivians,Mid-Range,Center(C),16-24 ft.,19,-15,194
Candice Dupree,Mid-Range,Left Side(L),16-24 ft.,17,-170,-11
Sophie Cunningham,Above the Break 3,Left Side(L),16-24 ft.,23,-219,86
Kia Vaughn,In The Paint (Non-RA),Center(C),8-16 ft.,11,-47,109
Candice Dupree,Above the Break 3,Center(C),24+ ft.,24,25,243
Nia Coffey,Mid-Range,Left Side(L),8-16 ft.,13,-132,15
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-11,63
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-41,50
Bria Hartley,Above the Break 3,Left Side Center(LC),24+ ft.,26,-141,219
Victoria Vivians,Left Corner 3,Left Side(L),24+ ft.,22,-220,15
Bria Hartley,Restricted Area,Center(C),Less Than 8 ft.,2,-11,24
Natalie Achonwa,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,57,22
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,2,7,29
Kelsey Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,25,100,232
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,3,-30,7
Kelsey Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-152,189
Victoria Vivians,Restricted Area,Center(C),Less Than 8 ft.,3,34,18
Kelsey Mitchell,Above the Break 3,Right Side Center(RC),24+ ft.,24,78,237
Candice Dupree,Above the Break 3,Right Side Center(RC),24+ ft.,24,112,216
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,34,42
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,3,-36,4
Brittney Griner,Mid-Range,Center(C),8-16 ft.,15,-2,159
Kennedy Burke,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,36,29
Brittney Griner,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,3,66
Alanna Smith,Restricted Area,Center(C),Less Than 8 ft.,3,-25,23
Bria Hartley,Above the Break 3,Right Side Center(RC),24+ ft.,24,211,116
Alanna Smith,Above the Break 3,Left Side Center(LC),24+ ft.,24,-143,203
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-1,63
Brittney Griner,Mid-Range,Right Side(R),8-16 ft.,13,139,-12
Teaira McCowan,In The Paint (Non-RA),Center(C),8-16 ft.,9,-8,92
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,-24,6
Tiffany Mitchell,Mid-Range,Right Side(R),8-16 ft.,13,137,20
Alanna Smith,Restricted Area,Center(C),Less Than 8 ft.,3,26,21
Kelsey Mitchell,Restricted Area,Center(C),Less Than 8 ft.,1,16,11
Bria Hartley,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,9,52
Tiffany Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,26,-132,231
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,2,14,15
Alanna Smith,Restricted Area,Center(C),Less Than 8 ft.,3,36,10
Bria Hartley,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,17
Bria Hartley,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-167,158
Tiffany Mitchell,Mid-Range,Left Side Center(LC),16-24 ft.,18,-103,158
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Bria Hartley,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,23
Brittney Griner,Restricted Area,Center(C),Less Than 8 ft.,3,25,20
Tiffany Mitchell,Restricted Area,Center(C),Less Than 8 ft.,2,15,14
Alanna Smith,Left Corner 3,Left Side(L),24+ ft.,22,-226,-17
Skylar Diggins-Smith,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-130,194
Candice Dupree,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-37,17
Candice Dupree,Mid-Range,Left Side(L),16-24 ft.,16,-160,27
Tiffany Mitchell,In The Paint (Non-RA),Center(C),8-16 ft.,12,-32,124
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Skylar Diggins-Smith,Restricted Area,Center(C),Less Than 8 ft.,2,-17,12
Tiffany Mitchell,Above the Break 3,Left Side Center(LC),24+ ft.,24,-228,90
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Brittney Griner,Mid-Range,Left Side Center(LC),16-24 ft.,16,-71,152
Teaira McCowan,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6
Teaira McCowan,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-12,71
Bria Hartley,Restricted Area,Center(C),Less Than 8 ft.,1,-16,5
Bria Hartley,Above the Break 3,Right Side Center(RC),24+ ft.,26,173,201
Sabrina Ionescu,Restricted Area,Center(C),Less Than 8 ft.,1,-17,6
Kiah Stokes,Above the Break 3,Left Side(L),24+ ft.,22,-220,52
Moriah Jefferson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-26,65
Arike Ogunbowale,Mid-Range,Right Side(R),16-24 ft.,19,186,50
Sabrina Ionescu,Above the Break 3,Right Side Center(RC),24+ ft.,27,137,233
Moriah Jefferson,Mid-Range,Right Side Center(RC),16-24 ft.,16,89,141
Moriah Jefferson,Restricted Area,Center(C),Less Than 8 ft.,2,-19,9
Sabrina Ionescu,Above the Break 3,Left Side Center(LC),24+ ft.,26,-160,217
Astou Ndour,Above the Break 3,Center(C),24+ ft.,25,36,253
Katie Lou Samuelson,Restricted Area,Center(C),Less Than 8 ft.,3,-25,18
Astou Ndour,Restricted Area,Center(C),Less Than 8 ft.,2,8,26
Jazmine Jones,In The Paint (Non-RA),Center(C),8-16 ft.,14,55,135
Satou Sabally,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,62,55
Layshia Clarendon,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,31,27
Allisha Gray,Above the Break 3,Left Side Center(LC),24+ ft.,25,-89,243
Jocelyn Willoughby,Above the Break 3,Left Side Center(LC),24+ ft.,26,-159,210
Kayla Thornton,Above the Break 3,Right Side Center(RC),24+ ft.,24,219,112
Megan Walker,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-74,13
Isabelle Harrison,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,62,68
Bella Alarie,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-5,44
Allisha Gray,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,28
Katie Lou Samuelson,Above the Break 3,Right Side Center(RC),24+ ft.,24,223,101
Kia Nurse,Restricted Area,Center(C),Less Than 8 ft.,3,-11,30
Moriah Jefferson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-46,27
Arike Ogunbowale,Above the Break 3,Left Side Center(LC),24+ ft.,25,-165,190
Amanda Zahui B,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,21,35
Satou Sabally,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-35,52
Amanda Zahui B,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,19,38
Astou Ndour,Left Corner 3,Left Side(L),24+ ft.,23,-230,4
Moriah Jefferson,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-58,9
Sabrina Ionescu,Above the Break 3,Left Side Center(LC),24+ ft.,26,-169,199
Arike Ogunbowale,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,54,2
Sabrina Ionescu,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-58,50
Sabrina Ionescu,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,36
